,User,Tweet
17854,skhann20155,"@narendramodi And u can also see 3000 crore wasted...why can't u save #JetAirways by 2000cr. All political gains u all look for. 🙏
#JetAirwaysShutdown
#Elections2019 #LokSabhaElections2019 #NaMoForNewIndia #India #Bharat #DeshBhakts #electioncommission #jetairwaysbailout"
17855,adv_chandnishah,"If he can lie for #Rafael.. he can definitely lie about his Dual Citizenship.. #RahulGandhi is #RahulVinci.. 

@RahulGandhi  Come out clean till u have the chance.. You are doomed any which ways !! 

@narendramodi @SirPareshRawal @DrGPradhan @DrRutvij @SappyReDevil @smritiirani"
17856,MamtaKataria4,@ZeeNews #RahulGandhi at the SC you confess on Your lie over the statement you passed on Our Prime Minister... And you say our PM will not be able to face you.... Dudh ka dudh paani ka paani tho ab hua hai...
17857,weiselaqua,"In #RafaleDeal #RahulGandhi ""since months"" is saying a wrong Statement in Pol rallies nd Press releases abt PM so whr is the question now to justify tht evrytime for past few mnths u uttering lies Nd saying it was said in"" The Heat of the moment"" it's a pathological thing!"
17858,shreyanshjain78,"#Watch: The fun video comes in just in time when the general elections are on in full swing.
#LokSabhaElections2019 
@iamsrk
 
@narendramodi"
17859,GwaluKwati,@narendramodi Here comes the True #Deshbhakt #NarendraModi
17860,anandrathod87,@TimesNow @priyankagandhi @priyankagandhi @RahulGandhi first you should decide whether  @narendramodi worked for #businessman  or not. You guys daily change your statement. #Confused #LokSabhaElections2019
17861,sudhirbharg,"@girishsumukha @INCIndia @narendramodi @mamuni_ishita Those who still support #RahulGandhi must explain how PM could give AnilAmbani Rs30,000Crores in his pocket in a possible deal of Rs800Crore offset contract in #RafaleDeal"
17862,sudhirbharg,#RahulApologizes and #CongAdmitsJhoot confirms that #RahulGandhi is a confirmed liar. Not expected from the President of oldest Party @INCIndia to use such utter baseless lies for political gains and tarnish the image of a popular PM @narendramodi
17863,sreemurthy59,"@republic If #RahulGandhi has any guts he should debate with Arnab on @republic
When he is scared and not able to debate  with a TV journalist how can debate with great @narendramodi"
17864,justmukesh_,"Please grow up @MehboobaMufti ji. Before questing on @narendramodi you should have known that, that statement was only reply of the Pakistani nuclear blackmailing and nothing else. It seems you don't know about India's nuclear doctrine.

#LokSabhaElections2019"
17865,REVIMSHAN,"Mr @narendramodi ji people don't need your fake nationalism they wants to know 

(1)What you have done in your 5 year?

(2)Price of LPG

(3)Fuel Price hike

(4)Jobs

(5)your all promises

#ChowkidarChorHai #LokSabhaElections2019 #RafaleDeal #"
17866,pradeepkunche,"@Outlookindia @narendramodi #NarendraModi Ji
U Failed Dalits Engaged in Sewerage Cleaning by Not providing Safety Gears when U R Govt Spent over Rs 4000 Cr on Advertisements?
U R Govt failed Dalits by #Demonetisation as most People Who lost Jobs R Dalits
U Used #Ambedkar 4r Lucky Draws in Digital Payments?"
17867,zhrashidi,"Sorry @RahulGandhi &amp; @narendramodi every agenda has been quoted in this Election HATE, DIVIDE, HINDU, MUSLIM, QABRISTAN, SHAMSAN, but Where are the Education?? How about many youths become jobless?? Why many Indians go outside for job?? Where is your plan??
#LokSabhaElections2019"
17868,shemin_joy,".@BJP4India MP @Dr_Uditraj gives 4 PM ultimatum to his party to announce his name. Tweets that he tried to speak to @AmitShah several times and sent him text messages. Also tried to speak to @narendramodi, he says. 1/n @DeccanHerald #Loksabhaelections2019"
17869,RIJU87,@bhupendrachaube @RahulGandhi @narendramodi Mr Chaubey the news is false. Mr. #RahulGandhi stands to his claims not regretted. Plz spread false information #ChowkidarChorHai #AbHogaNYAY
17870,nirajjournalist,"Congress delegation to meet ECI at 6 PM on multiple election issues. Senior Congress Leaders to meet ECI. 

@KapilSibal @DrAMSinghvi @rssurjewala 

#LokSabhaElections2019"
17871,tkvyas2104,"@varnishant @narendramodi @RahulGandhi you cannot be even an inch of #indira

You need not have to watch any video to realise,  that you are nothing but an Anti National, currupt, and lier by all means, and far from Indian Democratic basics.
#LokSabhaElections2019
You will be binned and thrown in jail."
17872,PriyanGMenon,@ComradeNAMBU @DineshDSouza @MaryOsb36485285 @indianbishops @va_shiva @vinodnarayan @AbrZach Very true. Probably because of the Church's unholy alliance with Jihadis in #India to defeat @BJP4India @narendramodi in #LokSabhaElections2019 #PhirEkBaarModiSarkaar
17873,rjagadish009,"#Terrorism  has no religion, ethics, goal, humanity, races . Dear PM #NarendraModi . How you react to the death of innocent #kannadigas . We want reply in action 😡😡😡"
17874,dotnagpur,"#RAHULGANDHI ADMITS HE LIED ABOUT #RAFAEL DEAL  #CongAdmitsJhoot

#RAHULGANDHI REGRETS HE ABUSED PM @NARENDRAMODI 
#RahulApologizes
Have all Congi scum gone into hiding??
#Mumbai #Nagpur #Pune #Nashik"
17875,SajjadSajjadak3,"@PDCMDOfficial Your headlines must be "" #NarendraModi fool's Indians "" not tells Indians, secondly @narendramodi  if it comes to proof we will not disappoint your  mad mentality."
17876,wtfshubhh,"#FakeGandhi  
@RahulGandhi has eaten crow in #SupremeCourt
Now this Fake King will come out with someother fancy explanations, which his boot licking gang will defend.What kind of candidate for PM seat, is this clown? 
#LokSabhaElections2019
#Chowkidar
@BJP4India"
17877,LaksshyaAdvani,"@Shehzad_Ind @narendramodi He should be Jailed for lieng back to back on serious issues. 

#RahulGandhi #RafaleDeal"
17878,LaksshyaAdvani,"@M_Lekhi Truth Prevails of our #Chowkidar 
#PrimeMinister @narendramodi ji.

LIES exposes of the real Chor of #India #RahulGandhi 

Keep it up @M_Lekhi , More power to you."
17879,Ajeet_IND_,"@sardanarohit Goal on wrong post .. Ye nahi sudhrega, Hope he will apologize to Nation and PM NaMo Sir.
#CongAdmitsJhoot 
#AbkiBaarKiskiSarkar 
#CongressMuktBharat 
#LokSabhaElections2019"
17880,naggypriya,"Everyone is busy finding problem but Jet Airways Employee's are busy finding solutions.

@narendramodi
@PMOIndia @TheOfficialSBI
@Ani @TOIIndiaNews
@IndiaToday
#SaveJetairways #savejobs #saveyourjet #LokSabhaElections2019 #unemployment #Jet_Airways #JetAirways"
17881,LaksshyaAdvani,"@BJP4India I would urge the CEC of @BJP4India #PrimeMinister @narendramodi @AmitShah @arunjaitley @SushmaSwaraj @rajnathsingh @Ramlal @TCGEHLOT to please nominate @M_Lekhi from #NewDelhi constituency .

 #Parliament deserves qualified leaders like her. 🙏😇🙏

 #LokSabhaElections2019"
17882,darainshahidi,"The biggest issue this election is WATER. Go anywhere and people say ""PAANI NAHIN HAI"" 
And the PM is talking about Nuclear Bomb
#water #drought #Famine 
#LokSabhaElections2019"
17883,SinghPramod2784,"Just a day before the crucial 3rd phase polling, Congress President #RahulGandhi has scored a self goal. His admission before the SC that he regrets his 'Chor' jibe against the Prime Minister @narendramodi , has lowered his public image. @BJP4India will go for the jugular now."
17884,syedssgks,"Why would you need to have a Bollywood movie &amp; a Web Series to influence voters if you have delivered against your promises  mentioned in 2014 manifesto?

@narendramodi 
@PMOIndia 
#LokSabhaElections2019"
17885,theashisharya,"Well done @M_Lekhi , she should be given ticket to fight elections from Delhi !!! @narendramodi @AmitShah 
#LokSabhaElections2019 
#CongAdmitsJhoot"
17886,learning_____,"@republic If @RahulGandhi can take this action in  heat of election than I'm afraid he can do anything in the heat of any situation like 1984  riots.
Proved he's not mature enough to hold PM position.
Dil toh bacha hai Ji ab toh maan loh bhai @narendramo @BJP4India #LokSabhaElections2019"
17887,panchjanya_,"I request @Twitter @TwitterIndia to delete all tweets with #ChowkidarChorHai  
As @RahulGandhi apologises SC for calling @narendramodi as Chor
@divyaspandana Baby delete ua fake tweets against #NarendraModi 
@shakkuiyer @santhoshmagadi @purviraju1 @vschanna @astitvam @muglikar_"
17888,learning_____,"@manakgupta @M_Lekhi @PMishra_Journo @news24tvchannel Can we have a debate on this lie about PM of nation? 
Will media ask questions from @RahulGandhi @priyankagandhi @INCIndia about such irresponsible behaviour shown by so called future PM candidate?
@BJP4India #LokSabhaElections2019 #RafaleDeal"
17889,bsnmum,@sureshpys @narendramodi @yogrishiramdev Motivational speaker @BJPLive @BJP4MP @BJP4Maharashtra @ShivSena #AyegaTohModiHi #2019Elections #LokSabhaElections2019 #SocialYogi #SocialMedia #AbkiBaarPhirModiSarkar
17890,AmiteshBhatt,It's so disgusting that PM is using a tragic terrorists act in Sri Lanka as an opportunity to gain few more votes...&amp; also threatening for a nuclear war as a tool for election is so pathetic and irresponsible.. shame that we have such idiots in power #LokSabhaElections2019
17891,pradeepkunche,"@IndiaToday @narendramodi @KailashOnline @manogyaloiwal It appears that #NarendraModi  Ji got Sacred that he may lose his #Varanasi  Seat due to  @RahulGandhi @priyankagandhi @Mayawati @yadavakhilesh as such he is trying to Work on alternative seats? @BJP4India @AmitShah ?
#LokSabhaElections2019"
17892,Vidhya_mpys,@sureshpys @narendramodi @yogrishiramdev Motivational speaker 🙏 #AyegaTohModiHi #LokSabhaElections2019 #socialyogi #SocialMedia #AbkiBaarPhirModiSarkar
17893,learning_____,@republic Can we have a debate on this and media will ask questions from @RahulGandhi about such irresponsible behaviour from PM candidate. @BJP4India #LokSabhaElections2019 #RafaleDeal
17894,TRadjie,"@withRG Corporate PM Vs. Pro-poor PM to be
 Can't wait for a change of government at the Center. Welcome #RahulGandhi"
17895,imsunkrish,@tinucherian You reduced the number. You are now reaching to the number I told long back ( 13 for UDF) . The second part of your note will be known tomorrow between 4-6 PM . But  sources say that  will happen but to Congress .#LokSabhaElections2019
17896,Pranavsinh9,"@shekharkapur @narendramodi Dear @shekharkapur, seems like passion &amp; energy has another synonym and it's called #NarendraModi. Never seen someone working with such dedication and enthusiasm towards development and betterment of people of this great country. Respect 🙏"
17897,tarkikdas,"The Udan Scheme, hs played a distnct role in fanning the country's double-digit air traffic grwth. It hs greatly impcted d connctivity in d region direct flights r plying to 6 destintions frm Guwahati.
@sarbanandsonwal @narendramodi 

#PhirEkBarModiSarkar 
#LokSabhaElections2019"
17898,aadityakanail,"Delhi Metro to go fully ""Solar By 2021"".
Begins Operations now with 'Violet Line'.
Will make bid to be World’s First 100% Green Energy Metro Network.
🙏🙏🙏
@narendramodi 
@PiyushGoyal 
@OfficialDMRC 
#मोदी_है_तो_मुमकिन_है 
#LokSabhaElections2019"
17899,GulteOfficial,"Voters in these 4 states Wants #RahulGandhi as PM

A survey by C-Voter and IANS has revealed that voters in Punjab, AP, Kerala and TN have a soft corner for #Congress President"
17900,Siddharth_17,"So @narendramodi did not use any abusive word in his rally and it's proved now..That was a Gujarati word meaning ""पानी के लिए"". Opposition and their 'pets' have resorted to such low level that they plant fake news to malign PM..Shameful and disgusting..
#LokSabhaElections2019"
17901,DneshGoel,"Wishing @narendramodi ji #Delhi Team for #LokSabhaElections2019 
@p_sahibsingh @ManojTiwariMP @drharshvardhan @rameshbidhuri all the best for a better and brighter #India... Lets work more harder...
#TeamIndiaFirst 
#nationfirst 
#ModiDobara"
17902,himgiri123,@narendramodi When we will see u in himachal #NarendraModi
17903,Abhishek_Patni,Imp Breaking : #PMModi @narendramodi will not contest from 2 places : @AmitShah clarifies #LokSabhaElections2019
17904,nistula,.@AmitShah says the party has no plans “till now”  of fielding PM @narendramodi from a seat in West Bengal. #LokSabhaElections2019
17905,AnalystPositive,Our analysis says that the numbers of 2014 will be reapeated in #LokSabhaElections2019 &amp; again @narendramodi will take an oath of Prime Minister for the 2nd term. #PositiveAnalyst
17906,idharmeshsingh,@RavinarIN @narendramodi @TimesNow @republic @BJP4India #PappuPager tried a lot to stick Rafale deal corruption on #NarendraModi.........In Vain!
17907,visheshsahni15,"Today most of the Indians, even from rural India have a bank account. #PMJanDhanYojna #FinancialInclusion #zerobalanceaccount
Think before you vote today, about the India you want to live in
#narendramodi #NewIndia #LokSabhaElections2019 @narendramodi"
17908,RndRam,"@ppbajpai @pbhushan1 Didn't you have a journey by Vande Bharat Express (Train 18) to take holy deep in clean Ganga in the festival of the #LokSabhaElections2019 which is to see @narendramodi in @PMOIndia again.
In @narendramodi_in we the People of world find fusion of the 3 things Man Karma &amp; Vachan"
17909,Indianarmyfan_1,"A comedian is slated to be the next President of #Ukraine .. No offence. 
Interesting! Hope we do NOT follow such things! 

we need a serious leader such as Shri @narendramodi to lead India yet again! 
#ModiOnceMore #LokSabhaElections2019"
17910,manishbpl1,Is the PM now using #nuclear  threats as a part of electoral campaigns? 🤔 #LokSabhaElections2019 #NarendraModi
17911,Srini_imi,@news18dotcom @CNNnews18 @narendramodi @adrijabose #Muslim  #minorities have reservations and funds for their empowerment but shitholes still  cry foul whose fingering so much #LokSabhaElections2019 #Elections2019
17912,narang2788,@narendramodi The nation believes in Modiji and it's really very important for the first time voters that they are not trapped by the lies and divisive politics of CONgress #LokSabhaElections2019 #IndiaBoleNaMoPhirSe #ModiHaiToMumkinHai
17913,manojsirsa,"PM .@NarendraModi to address public meetings for remaining phases of #LokSabhaElections2019 at Dindori, Nandurbar in Maharashtra &amp; at Udaipur, Jodhpur in Rajasthan today #IndiaWantsModiAgain"
17914,ninadsheth,I am live on zeenews today 10 to 11 am as @narendramodi files nomination from #Varanasi #LokSabhaElections2019
17915,TheHeartOfIndia,15 yrs back Dr @Swamy39 stopped Italian lady from becoming India's PM &amp; today same man is  stopping Raul Vinci in contesting as MP. Thank you sir 😀 #IndiaBoleNaMoPhirSe #LokSabhaElections2019
